RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight
1997;20150314;Mand;55;50-59 år;Syddanmark;900;Indvandring;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,7633836145
1999;20150314;Mand;64;60-69 år;Hovedstaden;900;Den massive flygtningestrøm;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Kort videregående 1-2 år;Ingen;500.000-599.999 kr.;Dansk Folkeparti;0,3307462974
2003;20150315;Kvinde;52;50-59 år;Nordjylland;300;Sundhedsvelfær;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;200.000-299.999 kr.;Venstre;0,6065546779
2006;20150314;Mand;48;40-49 år;Sjælland;.;ved ikke;Ved ikke;Ved ikke;Ved ikke;Stemte ikke;Vil ikke stemme;Vil ikke svare;Grundskole;1 barn;300.000-399.999 kr.;;1,2029900918
2011;20150314;Mand;64;60-69 år;Syddanmark;900;indvandre;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,6099761349
2012;20150315;Kvinde;65;60-69 år;Syddanmark;900;Indvandring;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,6815403412
2014;20150316;Kvinde;21;18-29 år;Hovedstaden;100;økonomi;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;Ved ikke;(B) Radikale Venstre;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Radikale Venstre;3,0067845221
2042;20150314;Mand;21;18-29 år;Midtjylland;900;Flygtninge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(A) Socialdemokraterne;;Grundskole;Ingen;500.000-599.999 kr.;Socialdemokraterne;1,8291646956
2065;20150314;Mand;34;30-39 år;Nordjylland;103;job;Venstre ledet regering;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,1592093255
2068;20150316;Mand;54;50-59 år;Hovedstaden;103;flere i arbejde;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Gymnasie, HF eller lignende;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,8868171880
2079;20150314;Mand;36;30-39 år;Syddanmark;300;sundhedsvæsnet;Ved ikke;Venstre ledet regering;Ved ikke;(Ø) Enhedslisten;Ved ikke;Ved ikke;Grundskole;1 barn;300.000-399.999 kr.;;1,3961235232
2083;20150314;Mand;28;18-29 år;Midtjylland;103;Færre jobs og outsourcing;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;Ved ikke;(O) Dansk Folkeparti;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,3259752013
2086;20150314;Kvinde;71;70++ år;Sjælland;900;Flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Venstre;1,9345799576
2097;20150316;Kvinde;21;18-29 år;Syddanmark;1227;Terrorhandlinger;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Radikale Venstre;2,6825515729
2098;20150315;Mand;23;18-29 år;Hovedstaden;2099;De danske politikere tænker kortsigtet, når de burde tænke langsigtet.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Gymnasie, HF eller lignende;Ingen;200.000-299.999 kr.;Liberal Alliance (tidligere Ny Alliance);1,9534136528
2112;20150315;Mand;47;40-49 år;Syddanmark;900;flygtninge;Ved ikke;Ved ikke;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Dansk Folkeparti;0,3733281063
2129;20150315;Kvinde;27;18-29 år;Syddanmark;2400;At oprette de danske værdier (både ideologisk men også fysisk kulturelt) samtidig med at skabe vækst nationalt såvel som internationalt. Men det er også vigtigt at vi bruger vores penge på at skabe bedre forhold for danskerne istedet for at sende dem ud i verden til mere eller mindre korrupte lande...;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,7579592733
2131;20150316;Kvinde;60;60-69 år;Syddanmark;103;Arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Grundskole;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,7371658257
2136;20150315;Mand;33;30-39 år;Midtjylland;.;Svært spørgsmål. Måske finder vi ud af om 25-50 at miljøet på verdensplan sejler fuldstændigt og derved er det også det vigtigste problem for DK. Generelt mener jeg at vi har alt for mange landbrugsdyr(især grise) i fht. landets størrelse og derved også alt for meget udledning i vand og åer mv.;Ved ikke;Venstre ledet regering;Ved ikke;Andre partier;Ved ikke;Kandidat uden for partierne;Mellemlang videregående 3-4 år;1 barn;400.000-499.999 kr.;Øvrige;0,7784482289
2138;20150315;Kvinde;21;18-29 år;Midtjylland;300;fedme;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Under 100.000 kr.;Dansk Folkeparti;1,6024618801
2139;20150316;Mand;34;30-39 år;Midtjylland;900;Flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Gymnasie, HF eller lignende;Ingen;200.000-299.999 kr.;Venstre;1,3861171668
2144;20150314;Mand;31;30-39 år;Sjælland;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Stemte ikke;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,7940045696
2145;20150315;Mand;28;18-29 år;Syddanmark;2099;Ufornuftige politikkere der kun tænker på at det er valgår, og ikke på at gøre Danmark bedre.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Mellemlang videregående 3-4 år;Ingen;400.000-499.999 kr.;Liberal Alliance (tidligere Ny Alliance);0,9419595597
2147;20150316;Kvinde;27;18-29 år;Midtjylland;1303;voksende andel af ældre mennesker;Ved ikke;Ved ikke;Venstre ledet regering;Havde ikke stemmeret;(Ø) Enhedslisten;;Gymnasie, HF eller lignende;Ingen;300.000-399.999 kr.;Enhedslisten;1,4576338803
2148;20150314;Kvinde;47;40-49 år;Syddanmark;300;Sundhedssektoren;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;700.000-799.999 kr.;Socialdemokraterne;0,3619316728
2152;20150314;Mand;70;70++ år;Sjælland;900;flykning;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,4553247119
2164;20150316;Kvinde;25;18-29 år;Hovedstaden;103;Arbejdsløshed;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;Vil ikke svare;(B) Radikale Venstre;;Lang videregående 5 år;Ingen;Under 100.000 kr.;Radikale Venstre;2,0195035159
2165;20150315;Mand;48;40-49 år;Syddanmark;900;asyl flygtninger;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(A) Socialdemokraterne;;Anden uddannelse;1 barn;300.000-399.999 kr.;Socialdemokraterne;0,6958912485
2166;20150315;Kvinde;28;18-29 år;Syddanmark;599;Dårlig hjælp til syge bagefter for at få dem i arbejde.;Venstre ledet regering;Venstre ledet regering;Ved ikke;(Ø) Enhedslisten;Ved ikke;(O) Dansk Folkeparti;Gymnasie, HF eller lignende;Ingen;Ved ikke;Dansk Folkeparti;1,1881107892
2168;20150314;Mand;29;18-29 år;Syddanmark;100;Økonomien;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Stemte blankt;Stemme blankt;(V) Venstre;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;500.000-599.999 kr.;Venstre;1,8375104150
2177;20150316;Kvinde;27;18-29 år;Midtjylland;2400;Voksende økonomisk konservatisme;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;Har ikke stemmeret;;Gymnasie, HF eller lignende;Ingen;500.000-599.999 kr.;;1,1024187427
2183;20150314;Mand;53;50-59 år;Nordjylland;900;Udlænger;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Anden uddannelse;Ingen;700.000-799.999 kr.;Dansk Folkeparti;0,7685886523
2186;20150315;Kvinde;24;18-29 år;Midtjylland;1227;Terror, Krig;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;Ved ikke;(I) Liberal Alliance;Mellemlang videregående 3-4 år;Ingen;Ved ikke;Liberal Alliance (tidligere Ny Alliance);1,2464698908
2187;20150314;Mand;60;60-69 år;Syddanmark;103;Arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;Ingen;100.000-199.999 kr.;Enhedslisten;0,3307462974
2188;20150315;Mand;70;70++ år;Syddanmark;2400;Polarisering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(C) Konservative Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;100.000-199.999 kr.;Konservative Folkeparti;1,2838830301
2190;20150315;Kvinde;68;60-69 år;Sjælland;201;intolerence;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,4097444631
2192;20150316;Kvinde;24;18-29 år;Syddanmark;900;integration og velfærd;Ved ikke;Ved ikke;Ved ikke;Stemte blankt;Stemme blankt;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;;1,3449582451
2197;20150316;Mand;30;30-39 år;Hovedstaden;1300;For dyr velfærd;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Lang videregående 5 år;Ingen;800.000-899.999 kr.;Konservative Folkeparti;1,0462273465
2202;20150314;Kvinde;80;70++ år;Hovedstaden;900;Indvandere;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,5119751350
2205;20150316;Mand;29;18-29 år;Hovedstaden;107;skat;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;1 barn;800.000-899.999 kr.;Venstre;1,2590291525
2212;20150314;Mand;40;40-49 år;Syddanmark;900;Flygtninger;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(A) Socialdemokraterne;;Grundskole;1 barn;300.000-399.999 kr.;Socialdemokraterne;0,9943798439
2215;20150314;Mand;48;40-49 år;Hovedstaden;107;skat;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Venstre;0,7494329615
2219;20150316;Kvinde;30;30-39 år;Hovedstaden;100;økonomisk stabilitet;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Lang videregående 5 år;Ingen;300.000-399.999 kr.;Venstre;1,1517316202
2224;20150314;Kvinde;31;30-39 år;Hovedstaden;2099;At politikerne gør problemer der er samfundsskabte, til individuelle problemer. Fx ift. kontanthjælpsmodtagere og flygtninge. Måden hvorpå der bliver talt om disse mennesker.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;1 barn;400.000-499.999 kr.;Enhedslisten;0,8504600031
2225;20150314;Kvinde;78;70++ år;Hovedstaden;900;Radikalisering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,6382125194
2229;20150314;Mand;70;70++ år;Hovedstaden;100;At fastholde den gode økonomiske udvikling;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Lang videregående 5 år;Ingen;900.000-999.999 kr.;Socialdemokraterne;0,5094997117
2234;20150316;Kvinde;53;50-59 år;Hovedstaden;1227;terro;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Dansk Folkeparti;1,2205211087
2236;20150314;Mand;33;30-39 år;Syddanmark;1302;social ulighed samt dårlig håndtering af udsatte børn, unge og voksne.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Kort videregående 1-2 år;Ingen;Vil ikke oplyse;Enhedslisten;0,4422865081
2238;20150315;Mand;60;60-69 år;Hovedstaden;.;Ingen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,8069813989
2239;20150315;Mand;46;40-49 år;Syddanmark;1600;Overreagering på teror-trussel.;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;(B) Radikale Venstre;Vil ikke svare;;Lang videregående 5 år;Ingen;200.000-299.999 kr.;;0,5311074078
2246;20150317;Kvinde;41;40-49 år;Midtjylland;900;Flygtninge;Ved ikke;Ved ikke;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;100.000-199.999 kr.;Dansk Folkeparti;1,2165447320
2248;20150314;Mand;28;18-29 år;Nordjylland;100;Økonomisk udvikling;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;Ved ikke;(O) Dansk Folkeparti;Mellemlang videregående 3-4 år;Ingen;Ved ikke;Dansk Folkeparti;0,7074759806
2249;20150316;Kvinde;20;18-29 år;Midtjylland;.;Jeg følger ikke med i politik.;Ved ikke;Ved ikke;Ved ikke;Havde ikke stemmeret;Stemme blankt;Vil ikke svare;Grundskole;Ingen;Vil ikke oplyse;;1,8782351505
2250;20150314;Mand;66;60-69 år;Hovedstaden;1227;terror;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(Ø) Enhedslisten;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Enhedslisten;0,6554509922
2252;20150314;Kvinde;60;60-69 år;Nordjylland;1405;Sørge for at de små byer overlever - at folk kan låne penge til at købe huse for i udkants Danmark.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;500.000-599.999 kr.;Venstre;0,3513364947
2255;20150316;Mand;41;40-49 år;Hovedstaden;300;Ventetid på sygehuse;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;600.000-699.999 kr.;Dansk Folkeparti;0,9536426230
2258;20150315;Mand;40;40-49 år;Syddanmark;100;Økonomi;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Lang videregående 5 år;Ingen;500.000-599.999 kr.;Socialistisk Folkeparti - SF;0,5402186284
2259;20150316;Mand;52;50-59 år;Nordjylland;300;sundhedsvæsenet;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(I) Liberal Alliance;(V) Venstre;;Lang videregående 5 år;Ingen;600.000-699.999 kr.;Venstre;0,6036224869
2261;20150316;Kvinde;51;50-59 år;Midtjylland;600;Uddannelse;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;1.000.000 kr. eller derover;Venstre;0,5887752644
2262;20150315;Kvinde;71;70++ år;Syddanmark;103;arbejdsløshed/konkurrenceevne;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;200.000-299.999 kr.;Venstre;0,5428956125
2270;20150315;Mand;73;70++ år;Sjælland;103;Arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Socialdemokraterne;1,1410797194
2272;20150316;Mand;66;60-69 år;Sjælland;.;det ved jeg ikke;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Grundskole;Ingen;100.000-199.999 kr.;;0,8222644804
2276;20150315;Kvinde;45;40-49 år;Hovedstaden;1300;Velfærd;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Socialistisk Folkeparti - SF;0,9683121206
2277;20150316;Mand;41;40-49 år;Syddanmark;100;Penge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;2 børn;300.000-399.999 kr.;Dansk Folkeparti;0,9193457319
2280;20150315;Mand;64;60-69 år;Hovedstaden;103;arbejdsløshed /sundhed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,6327321425
2281;20150316;Mand;33;30-39 år;Hovedstaden;1804;Job forsvinder til udlandet.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;500.000-599.999 kr.;Liberal Alliance (tidligere Ny Alliance);2,0418924247
2288;20150315;Mand;58;50-59 år;Sjælland;201;Fremmedhad;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;Vil ikke svare;Ved ikke;Ved ikke;Kort videregående 1-2 år;Ingen;Vil ikke oplyse;;0,4275439192
2290;20150316;Kvinde;55;50-59 år;Sjælland;103;Arbejdsløsheden;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;900.000-999.999 kr.;Dansk Folkeparti;0,6540130639
2292;20150315;Mand;53;50-59 år;Midtjylland;505;Angrebet på den danske model.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Socialdemokraterne;0,9040950292
2293;20150315;Mand;53;50-59 år;Midtjylland;1303;Ældreomsorg;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;Ved ikke;(V) Venstre;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;800.000-899.999 kr.;Venstre;1,2683283133
2295;20150316;Mand;49;40-49 år;Hovedstaden;900;Sikre integration af indvandrere;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Radikale Venstre;1,1151469475
2300;20150315;Mand;42;40-49 år;Sjælland;103;Arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Kort videregående 1-2 år;2 børn;500.000-599.999 kr.;Liberal Alliance (tidligere Ny Alliance);0,5692128078
2302;20150316;Kvinde;38;30-39 år;Nordjylland;900;åbne grænser..Forkert regering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;600.000-699.999 kr.;Venstre;2,1257166579
2305;20150315;Mand;63;60-69 år;Midtjylland;103;få flere folk i arbejder;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;Ved ikke;Venstre;0,7346574263
