RESPID,interview_end,gender,age,age_coded,DK_region,"b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?",b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?,"b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?","b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?","bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?","bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?",bg7 - Hvilket parti hælder du mest til at stemme på?,bg8 - Hvad er din højest afsluttede uddannelse?,bg9 - Hvor mange børn under 18 år er der din husstand?,bg10 - Hvad er husstandens samlede årlige bruttoindkomst?,PI_idag_prob - Stemme i morgen (bg6+bg7),Weight
1680,20150119,Mand,18,18-29 år,Midtjylland,De mange flygtninge,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Havde ikke stemmeret,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,Vil ikke oplyse,Dansk Folkeparti,1.3903565983
1687,20150119,Mand,58,50-59 år,Hovedstaden,Ungdomsarbejdsløshed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,300.000-399.999 kr.,Socialdemokraterne,1.4279775435
1690,20150116,Kvinde,24,18-29 år,Midtjylland,miljø flere arbejdspladser flere elevpladser,Ved ikke,Ved ikke,Ved ikke,Husker ikke,Ved ikke,Ved ikke,"Gymnasie, HF eller lignende",Ingen,Ved ikke,,1.8258679019
1693,20150116,Kvinde,29,18-29 år,Hovedstaden,Kræft,Venstre ledet regering,Socialdemokratisk ledet regering,Ved ikke,(F) Socialistisk Folkeparti - SF,Ved ikke,(F) Socialistisk Folkeparti - SF,Mellemlang videregående 3-4 år,Ingen,300.000-399.999 kr.,Socialistisk Folkeparti - SF,2.0037483999
1695,20150116,Mand,27,18-29 år,Syddanmark,Ved ikke,Ved ikke,Ved ikke,Ved ikke,(C) Konservative Folkeparti,(V) Venstre,,Mellemlang videregående 3-4 år,4 børn ++,400.000-499.999 kr.,Venstre,1.1080345130
1698,20150117,Mand,70,70 år ++,Sjælland,arbejsløsheden,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,100.000-199.999 kr.,Socialdemokraterne,1.3672237687
1699,20150116,Mand,65,60-69 år,Sjælland,indvandring,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,500.000-599.999 kr.,Dansk Folkeparti,0.3672047528
1701,20150117,Mand,68,60-69 år,Midtjylland,Flyt,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,200.000-299.999 kr.,Dansk Folkeparti,0.4049160649
1702,20150116,Mand,49,40-49 år,Hovedstaden,arbejdsløshed,Venstre ledet regering,Venstre ledet regering,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Mellemlang videregående 3-4 år,2 børn,300.000-399.999 kr.,Dansk Folkeparti,0.5341129998
1707,20150116,Kvinde,66,60-69 år,Midtjylland,TERRO,Ved ikke,Socialdemokratisk ledet regering,Ved ikke,Vil ikke svare,(O) Dansk Folkeparti,,Vil ikke svare,Ingen,300.000-399.999 kr.,Dansk Folkeparti,0.3351068263
1709,20150116,Kvinde,44,40-49 år,Hovedstaden,Økonomi,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(I) Liberal Alliance,(I) Liberal Alliance,,Mellemlang videregående 3-4 år,1 barn,700.000-799.999 kr.,Liberal Alliance (tidligere Ny Alliance),1.2074455769
1714,20150118,Kvinde,38,30-39 år,Syddanmark,Terror/folkeskolen,Ved ikke,Ved ikke,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Mellemlang videregående 3-4 år,3 børn,500.000-599.999 kr.,Dansk Folkeparti,0.8002134751
1716,20150116,Kvinde,62,60-69 år,Midtjylland,Terror,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(B) Radikale Venstre,(B) Radikale Venstre,,Kort videregående 1-2 år,Ingen,300.000-399.999 kr.,Radikale Venstre,0.4335548577
1718,20150116,Kvinde,21,18-29 år,Midtjylland,Ved ikke,Ved ikke,Ved ikke,Ved ikke,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Grundskole,Ingen,Ved ikke,Enhedslisten,3.0464256936
1720,20150119,Mand,25,18-29 år,Hovedstaden,integration,Socialdemokratisk ledet regering,Venstre ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(B) Radikale Venstre,,"Gymnasie, HF eller lignende",Ingen,200.000-299.999 kr.,Radikale Venstre,3.0464256936
1721,20150116,Kvinde,41,40-49 år,Sjælland,Terror beskyttelse,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Mellemlang videregående 3-4 år,2 børn,Vil ikke oplyse,Venstre,1.0326345261
1725,20150117,Mand,28,18-29 år,Nordjylland,Skolernes støtte,Ved ikke,Venstre ledet regering,Socialdemokratisk ledet regering,(V) Venstre,Ved ikke,(V) Venstre,Lang videregående 5 år,Ingen,Vil ikke oplyse,Venstre,1.2260216888
1729,20150116,Mand,59,50-59 år,Hovedstaden,arbejdsløshed,Socialdemokratisk ledet regering,Ved ikke,Ved ikke,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Grundskole,Ingen,200.000-299.999 kr.,Enhedslisten,1.3845708185
1738,20150116,Kvinde,30,30-39 år,Nordjylland,Dalende velfærd,Socialdemokratisk ledet regering,Ved ikke,Ved ikke,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,Ingen,600.000-699.999 kr.,Enhedslisten,1.5485363921
1739,20150119,Mand,26,18-29 år,Midtjylland,"Ved ikke, jeg er ikke så meget inde i den slags.",Ved ikke,Ved ikke,Ved ikke,Husker ikke,Ved ikke,Ved ikke,Vil ikke svare,Ingen,Ved ikke,,1.5212149703
1742,20150116,Mand,27,18-29 år,Midtjylland,Mangel på innovation,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Lang videregående 5 år,Ingen,Under 100.000 kr.,Socialdemokraterne,0.8819030084
1750,20150119,Kvinde,29,18-29 år,Syddanmark,uddannelse,Venstre ledet regering,Ved ikke,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,200.000-299.999 kr.,Dansk Folkeparti,2.3692438389
1752,20150117,Kvinde,71,70 år ++,Syddanmark,Indvandringen,Venstre ledet regering,Venstre ledet regering,Ved ikke,(V) Venstre,Ved ikke,(I) Liberal Alliance,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,Vil ikke oplyse,Liberal Alliance (tidligere Ny Alliance),1.4306454544
1753,20150118,Mand,44,40-49 år,Syddanmark,egoisme,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,2 børn,700.000-799.999 kr.,Socialdemokraterne,0.7364130718
1755,20150118,Mand,61,60-69 år,Sjælland,EU,Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(F) Socialistisk Folkeparti - SF,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Socialistisk Folkeparti - SF,0.7737381002
1760,20150118,Mand,72,70 år ++,Hovedstaden,arbejdsløshed,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Dansk Folkeparti,0.7601937223
1763,20150117,Kvinde,69,60-69 år,Sjælland,Ungdoms og integrations problemer.   Penge til vedligeholdelse af offentlige bygninger / skoler,Ved ikke,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.4627153029
1765,20150117,Kvinde,68,60-69 år,Nordjylland,Arbejdsløshed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,400.000-499.999 kr.,Socialdemokraterne,0.3686127026
1766,20150117,Kvinde,67,60-69 år,Midtjylland,"Gang i økonomien, for høj løntryk i Danmark, derfor derfor virksomheder flytter produktionen til udlandet. for høj skattetryk",Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Mellemlang videregående 3-4 år,Ingen,Vil ikke oplyse,Venstre,0.3351068263
1768,20150117,Kvinde,66,60-69 år,Sjælland,indvandere,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Grundskole,Ingen,600.000-699.999 kr.,Venstre,1.0187375176
1769,20150117,Kvinde,65,60-69 år,Hovedstaden,Terror,Venstre ledet regering,Ved ikke,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.5319042470
1771,20150117,Kvinde,63,60-69 år,Midtjylland,velfærden eller nedgradering af samme,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Kort videregående 1-2 år,Ingen,100.000-199.999 kr.,Socialdemokraterne,0.3351068263
1772,20150117,Kvinde,56,50-59 år,Hovedstaden,terror,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,400.000-499.999 kr.,Socialdemokraterne,1.7993971270
1773,20150118,Kvinde,45,40-49 år,Syddanmark,"Jeg syntes vores politikere skal få set på de problematikker der åbenbart så nogen kan snyde systemet for groft, har været vist på tv hvordan nogen snyder alt så det driver.",Venstre ledet regering,Ved ikke,Ved ikke,(A) Socialdemokraterne,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",2 børn,400.000-499.999 kr.,Dansk Folkeparti,1.3432930717
1774,20150117,Mand,44,40-49 år,Nordjylland,arbejde,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",1 barn,700.000-799.999 kr.,Dansk Folkeparti,1.2846124692
1780,20150117,Kvinde,66,60-69 år,Syddanmark,fremmedhad,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,Ingen,700.000-799.999 kr.,Enhedslisten,0.3351068263
1784,20150117,Mand,33,30-39 år,Hovedstaden,For mange mennesker på passiv forsørgelse.,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(I) Liberal Alliance,(I) Liberal Alliance,,"Erhvervsfaglig, EFG, HTX eller lignende",1 barn,500.000-599.999 kr.,Liberal Alliance (tidligere Ny Alliance),3.0464256936
1788,20150117,Kvinde,69,60-69 år,Syddanmark,Få skabt nok arbejdspladser til danskere og flygtninge,Ved ikke,Ved ikke,Ved ikke,(V) Venstre,Ved ikke,Vil ikke svare,Mellemlang videregående 3-4 år,Ingen,400.000-499.999 kr.,,0.3351068263
1789,20150117,Mand,63,60-69 år,Nordjylland,indvandring,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,Vil ikke oplyse,Dansk Folkeparti,0.4234566171
1792,20150117,Mand,56,50-59 år,Midtjylland,terro,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(V) Venstre,(A) Socialdemokraterne,,Grundskole,Ingen,800.000-899.999 kr.,Socialdemokraterne,1.0973287322
1793,20150117,Mand,53,50-59 år,Midtjylland,Indvandring,Venstre ledet regering,Venstre ledet regering,Ved ikke,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,800.000-899.999 kr.,Venstre,0.9361162916
1796,20150118,Kvinde,49,40-49 år,Midtjylland,økonomi og flygtninge,Venstre ledet regering,Ved ikke,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Kort videregående 1-2 år,Ingen,Vil ikke oplyse,Dansk Folkeparti,0.4022813833
1799,20150117,Mand,38,30-39 år,Hovedstaden,Vækst og især i erhvervslivet,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Mellemlang videregående 3-4 år,1 barn,800.000-899.999 kr.,Venstre,1.3454107918
1801,20150119,Kvinde,36,30-39 år,Sjælland,sundhedssektoren,Ved ikke,Ved ikke,Ved ikke,(V) Venstre,(V) Venstre,,Kort videregående 1-2 år,1 barn,800.000-899.999 kr.,Venstre,1.1471370391
1803,20150117,Kvinde,67,60-69 år,Midtjylland,at få de unge i arbejde eller igang med en uddannelse,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,600.000-699.999 kr.,Socialdemokraterne,0.3351068263
1806,20150117,Mand,61,60-69 år,Syddanmark,behage syge politikere,Ved ikke,Ved ikke,Ved ikke,(B) Radikale Venstre,Ved ikke,(B) Radikale Venstre,Grundskole,Ingen,600.000-699.999 kr.,Radikale Venstre,1.4341687334
1815,20150118,Kvinde,59,50-59 år,Syddanmark,Stadig arbejdsløsheden,Ved ikke,Ved ikke,Ved ikke,(F) Socialistisk Folkeparti - SF,Ved ikke,Vil ikke svare,Kort videregående 1-2 år,Ingen,500.000-599.999 kr.,,0.3392112388
1816,20150118,Mand,59,50-59 år,Hovedstaden,ungdoms arbejdsløshed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(Ø) Enhedslisten,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,1 barn,700.000-799.999 kr.,Enhedslisten,0.4626327138
1819,20150118,Mand,50,50-59 år,Sjælland,Flygtninge,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(C) Konservative Folkeparti,(I) Liberal Alliance,,"Erhvervsfaglig, EFG, HTX eller lignende",2 børn,700.000-799.999 kr.,Liberal Alliance (tidligere Ny Alliance),1.0779399843
1823,20150117,Kvinde,36,30-39 år,Midtjylland,Ingen vi har det godt,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Lang videregående 5 år,Ingen,400.000-499.999 kr.,Venstre,1.1962288268
1826,20150119,Mand,77,70 år ++,Syddanmark,Terrorrisme,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Lang videregående 5 år,Ingen,300.000-399.999 kr.,Dansk Folkeparti,0.3351068263
1827,20150117,Mand,75,70 år ++,Syddanmark,Terror,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Dansk Folkeparti,0.6328451924
1838,20150117,Kvinde,69,60-69 år,Sjælland,kriminalitet,Venstre ledet regering,Ved ikke,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Kort videregående 1-2 år,Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.3351068263
1839,20150118,Kvinde,56,50-59 år,Syddanmark,arbejdsgivernes manglende vilje til at tage lærlinge,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Anden uddannelse,Ingen,Vil ikke oplyse,Socialdemokraterne,1.0308965527
1841,20150117,Mand,75,70 år ++,Hovedstaden,økonomien,Venstre ledet regering,Venstre ledet regering,Socialdemokratisk ledet regering,Stemte ikke,(I) Liberal Alliance,,Lang videregående 5 år,Ingen,300.000-399.999 kr.,Liberal Alliance (tidligere Ny Alliance),0.5223152507
1848,20150117,Kvinde,63,60-69 år,Syddanmark,Islamisering af Danmark,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,500.000-599.999 kr.,Dansk Folkeparti,0.4427997579
1852,20150117,Kvinde,61,60-69 år,Midtjylland,Afdemokratisering af forhandlinger på skoleområdet. Manglende forståelsefor/disrespekt for lærerarbejdet. Manglende praktikpladser til unge på EUD,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Ved ikke,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Lang videregående 5 år,Ingen,400.000-499.999 kr.,Enhedslisten,0.3351068263
1853,20150117,Mand,60,60-69 år,Nordjylland,løsning af arbejdsløsheden,Venstre ledet regering,Venstre ledet regering,Ved ikke,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,600.000-699.999 kr.,Venstre,0.7468559837
1854,20150118,Kvinde,69,60-69 år,Hovedstaden,Arbejdsløshed og integration,Venstre ledet regering,Ved ikke,Socialdemokratisk ledet regering,Havde ikke stemmeret,Har ikke stemmeret,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,Vil ikke oplyse,,0.5132904873
1855,20150118,Mand,78,70 år ++,Hovedstaden,"Fornuftig økonomi, indvandring/asyl",Venstre ledet regering,Venstre ledet regering,Ved ikke,(C) Konservative Folkeparti,(C) Konservative Folkeparti,,Grundskole,Ingen,400.000-499.999 kr.,Konservative Folkeparti,1.2604156953
1857,20150118,Kvinde,65,60-69 år,Sjælland,arbejdsløshed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,300.000-399.999 kr.,Socialdemokraterne,0.9566418584
1861,20150117,Mand,68,60-69 år,Sjælland,for mange udlændinge,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Dansk Folkeparti,0.3672047528
1862,20150119,Mand,47,40-49 år,Midtjylland,konkurance evnen,Venstre ledet regering,Venstre ledet regering,Socialdemokratisk ledet regering,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",2 børn,500.000-599.999 kr.,Venstre,1.7355442468
1864,20150117,Mand,46,40-49 år,Sjælland,Arbejdsløshed,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",1 barn,700.000-799.999 kr.,Socialdemokraterne,1.8449594620
1870,20150117,Kvinde,71,70 år ++,Sjælland,teror,Ved ikke,Ved ikke,Ved ikke,(B) Radikale Venstre,(A) Socialdemokraterne,,Vil ikke svare,Ingen,100.000-199.999 kr.,Socialdemokraterne,1.0464043068
1873,20150117,Mand,56,50-59 år,Nordjylland,arbejdsløshed,Ved ikke,Ved ikke,Socialdemokratisk ledet regering,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Venstre,1.2220644309
1878,20150117,Kvinde,63,60-69 år,Syddanmark,At få de arbejdsløse i gang med et normalt arbejde igen,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Socialdemokraterne,0.7333681380
1880,20150117,Mand,63,60-69 år,Hovedstaden,Arbejdsløshed,Ved ikke,Venstre ledet regering,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Anden uddannelse,Ingen,600.000-699.999 kr.,Dansk Folkeparti,0.3626305428
1881,20150118,Mand,50,50-59 år,Hovedstaden,indvandring,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(A) Socialdemokraterne,(O) Dansk Folkeparti,,Grundskole,1 barn,Vil ikke oplyse,Dansk Folkeparti,0.8621975830
1883,20150117,Mand,53,50-59 år,Midtjylland,indvandrere,Ved ikke,Ved ikke,Ved ikke,(V) Venstre,Ved ikke,Ved ikke,Grundskole,Ingen,400.000-499.999 kr.,,0.9561175127
1886,20150117,Mand,80,70 år ++,Hovedstaden,Indvandring af ikke vestlige folkeslag,Venstre ledet regering,Venstre ledet regering,Ved ikke,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,200.000-299.999 kr.,Venstre,1.3407638888
1888,20150117,Kvinde,64,60-69 år,Sjælland,abbejdsløshed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Socialdemokraterne,0.7663523486
1890,20150117,Kvinde,72,70 år ++,Midtjylland,indvandrene,Ved ikke,Venstre ledet regering,Ved ikke,(V) Venstre,Ved ikke,Vil ikke svare,Mellemlang videregående 3-4 år,Ingen,Vil ikke oplyse,,0.4430737033
1891,20150117,Mand,59,50-59 år,Sjælland,terror,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,300.000-399.999 kr.,Socialdemokraterne,1.2422273196
1892,20150117,Mand,55,50-59 år,Hovedstaden,arbejdsløshed,Ved ikke,Venstre ledet regering,Ved ikke,Stemte ikke,(Ø) Enhedslisten,,Grundskole,Ingen,100.000-199.999 kr.,Enhedslisten,1.3845708185
1893,20150117,Kvinde,50,50-59 år,Syddanmark,"At hjælpe flere til et arbejde, og mange af de svageste grupper.",Ved ikke,Ved ikke,Ved ikke,(A) Socialdemokraterne,(Ø) Enhedslisten,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,200.000-299.999 kr.,Enhedslisten,1.1635180773
1897,20150119,Kvinde,51,50-59 år,Sjælland,Dagpenge området,Socialdemokratisk ledet regering,Ved ikke,Ved ikke,(A) Socialdemokraterne,Stemme blankt,(A) Socialdemokraterne,Grundskole,Ingen,600.000-699.999 kr.,Socialdemokraterne,1.5653322827
1899,20150117,Mand,61,60-69 år,Nordjylland,arbejdsløse,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,Ingen,100.000-199.999 kr.,Enhedslisten,0.3351068263
1905,20150117,Kvinde,39,30-39 år,Sjælland,ældreplejen,Ved ikke,Ved ikke,Ved ikke,Husker ikke,Ved ikke,Ved ikke,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,,2.8930755945
1911,20150117,Kvinde,41,40-49 år,Midtjylland,ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(Ø) Enhedslisten,(Ø) Enhedslisten,,Kort videregående 1-2 år,1 barn,Ved ikke,Enhedslisten,0.6460089158
1913,20150117,Mand,77,70 år ++,Midtjylland,produktion/arbejdspladser,Ved ikke,Venstre ledet regering,Socialdemokratisk ledet regering,(V) Venstre,Ved ikke,Ved ikke,Grundskole,Ingen,300.000-399.999 kr.,,1.0523236092
1914,20150117,Kvinde,58,50-59 år,Midtjylland,vores frygt for  terror.,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Socialdemokraterne,1.1076984669
1917,20150117,Kvinde,34,30-39 år,Sjælland,sundhed,Ved ikke,Ved ikke,Ved ikke,(A) Socialdemokraterne,Vil ikke svare,,"Erhvervsfaglig, EFG, HTX eller lignende",2 børn,300.000-399.999 kr.,,2.4015354992
1920,20150117,Mand,66,60-69 år,Midtjylland,økonomien,Venstre ledet regering,Venstre ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,400.000-499.999 kr.,Socialdemokraterne,0.3351068263
1921,20150117,Kvinde,63,60-69 år,Hovedstaden,indvandring,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Lang videregående 5 år,Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.3351068263
1925,20150119,Kvinde,68,60-69 år,Sjælland,sammenhængskraft,Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(B) Radikale Venstre,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,Vil ikke oplyse,Socialdemokraterne,0.3351068263
1928,20150118,Mand,68,60-69 år,Midtjylland,Indvandere,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Venstre,0.5721000730
1931,20150117,Mand,59,50-59 år,Hovedstaden,Ulighed/fattigdom,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Ved ikke,(Ø) Enhedslisten,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,Ingen,400.000-499.999 kr.,Enhedslisten,0.4626327138
1936,20150117,Mand,67,60-69 år,Hovedstaden,Den offentlige sektor  - aldrig har så mange betalt så meget for så lidt - og aldrig har så mange fået af samfundet uden at havde ydet noget -,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Lang videregående 5 år,Ingen,200.000-299.999 kr.,Venstre,0.3351068263
1937,20150117,Mand,59,50-59 år,Midtjylland,arbejdsløshed,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(I) Liberal Alliance,(I) Liberal Alliance,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,600.000-699.999 kr.,Liberal Alliance (tidligere Ny Alliance),0.9522057711
1939,20150119,Kvinde,36,30-39 år,Sjælland,?,Ved ikke,Ved ikke,Ved ikke,Husker ikke,Ved ikke,Ved ikke,Kort videregående 1-2 år,2 børn,400.000-499.999 kr.,,0.9385910002
1941,20150117,Mand,71,70 år ++,Syddanmark,"Arbejdsløshed, lav vækst",Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Kort videregående 1-2 år,Ingen,600.000-699.999 kr.,Venstre,0.3621115234
1942,20150117,Mand,40,40-49 år,Midtjylland,Indvandring,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(I) Liberal Alliance,(I) Liberal Alliance,,Mellemlang videregående 3-4 år,2 børn,700.000-799.999 kr.,Liberal Alliance (tidligere Ny Alliance),0.7363394104
